year_month;community;zone;is_freehold;secondary_price_per_sqft_usd;secondary_price_per_m2_usd;offplan_price_per_sqft_usd;rental_price_per_sqft_annual_usd;n_listings_secondary;n_listings_offplan;n_listings_rental;cbuae_base_rate_pct;avg_mortgage_rate_pct
2025-06;Dubai Harbour;Dubai Marina;TRUE;1030;11092;46,71;67;80;24;53;0,211805556;06.15
2025-07;Dubai Harbour;Dubai Marina;TRUE;978;10532;43,71;64;144;51;117;04.00;05.05
2025-08;Dubai Harbour;Dubai Marina;TRUE;1034;11126;45,38;67;49;14;36;04.00;05.05
2025-09;Dubai Harbour;Dubai Marina;TRUE;1046;11257;48,25;68;47;74;71;04.00;05.05
2025-10;Dubai Harbour;Dubai Marina;TRUE;1045;11248;46,79;68;18;67;10;04.00;05.05
2025-11;Dubai Harbour;Dubai Marina;TRUE;1051;11315;47,29;68;116;77;113;04.00;05.05
2025-12;Dubai Harbour;Dubai Marina;TRUE;1001;10780;45,50;65;148;74;84;04.00;05.05
2026-01;Dubai Harbour;Dubai Marina;TRUE;1035;11144;46,79;67;125;77;105;04.00;05.05
2026-02;Dubai Harbour;Dubai Marina;TRUE;1042;11215;47,25;68;15;5;12;04.00;05.05
2026-03;Dubai Harbour;Dubai Marina;TRUE;1047;11271;48,63;68;132;55;36;04.00;05.05
2026-04;Dubai Harbour;Dubai Marina;TRUE;1047;11269;45,71;68;69;25;11;04.00;05.05
2020-01;Jumeirah Lake Towers;JLT;TRUE;238;2559;10,88;15;130;11;16;01.05;03.00
2020-02;Jumeirah Lake Towers;JLT;TRUE;249;2684;11,17;16;106;48;93;01.05;03.00
2020-03;Jumeirah Lake Towers;JLT;TRUE;240;2579;11,21;16;152;50;52;01.05;03.00
2020-04;Jumeirah Lake Towers;JLT;TRUE;247;2658;11,88;16;149;41;64;00.04;01.09
2020-05;Jumeirah Lake Towers;JLT;TRUE;234;2522;10,75;15;73;72;29;00.04;01.09
2020-06;Jumeirah Lake Towers;JLT;TRUE;239;2571;10,79;16;16;57;67;00.04;01.09
2020-07;Jumeirah Lake Towers;JLT;TRUE;233;2505;10,83;15;69;55;19;00.04;01.09
2020-08;Jumeirah Lake Towers;JLT;TRUE;240;2587;10,92;16;111;34;37;00.04;01.09
2020-09;Jumeirah Lake Towers;JLT;TRUE;235;2529;10,67;15;132;34;22;00.04;01.09
2020-10;Jumeirah Lake Towers;JLT;TRUE;229;2460;10,25;15;40;75;82;00.04;01.09
2020-11;Jumeirah Lake Towers;JLT;TRUE;237;2546;10,38;15;79;25;89;00.04;01.09
2020-12;Jumeirah Lake Towers;JLT;TRUE;228;2455;10,71;15;139;24;95;00.04;01.09
2021-01;Jumeirah Lake Towers;JLT;TRUE;235;2534;10,83;15;89;64;46;00.04;01.09
2021-02;Jumeirah Lake Towers;JLT;TRUE;237;2548;10,21;15;47;54;72;00.04;01.09
2021-03;Jumeirah Lake Towers;JLT;TRUE;247;2655;11,54;16;32;53;19;00.04;01.09
2021-04;Jumeirah Lake Towers;JLT;TRUE;255;2743;11,54;17;159;10;112;00.04;01.09
2021-05;Jumeirah Lake Towers;JLT;TRUE;257;2770;12,04;17;99;23;89;00.04;01.09
2021-06;Jumeirah Lake Towers;JLT;TRUE;267;2878;12,00;17;88;50;87;00.04;01.09
2021-07;Jumeirah Lake Towers;JLT;TRUE;265;2853;12,29;17;158;15;85;00.04;01.09
2021-08;Jumeirah Lake Towers;JLT;TRUE;260;2802;12,13;17;69;15;26;00.04;01.09
2021-09;Jumeirah Lake Towers;JLT;TRUE;275;2963;12,71;18;130;9;30;00.04;01.09
2021-10;Jumeirah Lake Towers;JLT;TRUE;260;2804;11,38;17;40;69;67;00.04;01.09
2021-11;Jumeirah Lake Towers;JLT;TRUE;279;3007;12,58;18;55;59;109;00.04;01.09
2021-12;Jumeirah Lake Towers;JLT;TRUE;287;3093;13,33;19;101;68;23;00.04;01.09
2022-01;Jumeirah Lake Towers;JLT;TRUE;292;3148;13,71;19;128;12;80;00.04;01.09
2022-02;Jumeirah Lake Towers;JLT;TRUE;313;3374;14,17;20;53;33;70;00.04;01.09
2022-03;Jumeirah Lake Towers;JLT;TRUE;303;3267;13,92;20;157;19;91;00.04;01.09
2022-04;Jumeirah Lake Towers;JLT;TRUE;322;3463;14,08;21;95;19;28;01.04;02.09
2022-05;Jumeirah Lake Towers;JLT;TRUE;330;3551;14,83;21;111;51;117;01.04;02.09
2022-06;Jumeirah Lake Towers;JLT;TRUE;323;3473;15,21;21;68;20;30;01.04;02.09
2022-07;Jumeirah Lake Towers;JLT;TRUE;347;3730;15,83;23;73;38;44;01.04;02.09
2022-08;Jumeirah Lake Towers;JLT;TRUE;350;3762;16,17;23;156;12;72;01.04;02.09
2022-09;Jumeirah Lake Towers;JLT;TRUE;349;3761;15,79;23;83;59;13;01.04;02.09
2022-10;Jumeirah Lake Towers;JLT;TRUE;350;3763;16,25;23;177;28;94;04.04;05.09
2022-11;Jumeirah Lake Towers;JLT;TRUE;358;3855;16,33;23;88;44;68;04.04;05.09
2022-12;Jumeirah Lake Towers;JLT;TRUE;364;3923;15,88;24;130;40;59;04.04;05.09
2023-01;Jumeirah Lake Towers;JLT;TRUE;355;3826;15,92;23;165;28;84;04.04;05.09
2023-02;Jumeirah Lake Towers;JLT;TRUE;383;4121;18,92;25;96;59;65;04.04;05.09
2023-03;Jumeirah Lake Towers;JLT;TRUE;403;4340;17,71;26;144;37;14;04.04;05.09
2023-04;Jumeirah Lake Towers;JLT;TRUE;386;4151;18,25;25;116;12;71;04.04;05.09
2023-05;Jumeirah Lake Towers;JLT;TRUE;401;4322;18,83;26;136;33;34;04.04;05.09
2023-06;Jumeirah Lake Towers;JLT;TRUE;414;4455;18,96;27;173;5;100;04.04;05.09
2023-07;Jumeirah Lake Towers;JLT;TRUE;401;4316;18,13;26;31;51;54;05.04;06.09
2023-08;Jumeirah Lake Towers;JLT;TRUE;426;4583;18,96;28;85;45;14;05.04;06.09
2023-09;Jumeirah Lake Towers;JLT;TRUE;433;4662;20,29;28;64;44;90;05.04;06.09
2023-10;Jumeirah Lake Towers;JLT;TRUE;431;4642;19,54;28;98;40;71;05.04;06.09
2023-11;Jumeirah Lake Towers;JLT;TRUE;436;4696;19,88;28;133;42;110;05.04;06.09
2023-12;Jumeirah Lake Towers;JLT;TRUE;441;4751;20,58;29;70;26;29;05.04;06.09
2024-01;Jumeirah Lake Towers;JLT;TRUE;436;4696;19,58;28;42;56;83;05.04;06.09
2024-02;Jumeirah Lake Towers;JLT;TRUE;424;4561;19,25;28;90;39;60;05.04;06.09
2024-03;Jumeirah Lake Towers;JLT;TRUE;421;4535;19,25;27;16;23;10;05.04;06.09
2024-04;Jumeirah Lake Towers;JLT;TRUE;441;4752;19,79;29;79;49;34;05.04;06.09
2024-05;Jumeirah Lake Towers;JLT;TRUE;413;4445;19,17;27;103;45;79;05.04;06.09
2024-06;Jumeirah Lake Towers;JLT;TRUE;432;4655;20,29;28;67;42;74;05.04;06.09
2024-07;Jumeirah Lake Towers;JLT;TRUE;430;4634;20,79;28;109;66;64;0,211805556;06.15
2024-08;Jumeirah Lake Towers;JLT;TRUE;426;4584;20,08;28;78;45;50;0,211805556;06.15
2024-09;Jumeirah Lake Towers;JLT;TRUE;417;4491;19,83;27;24;18;14;0,211805556;06.15
2024-10;Jumeirah Lake Towers;JLT;TRUE;429;4622;19,96;28;165;47;92;0,211805556;06.15
2024-11;Jumeirah Lake Towers;JLT;TRUE;426;4586;19,42;28;46;52;108;0,211805556;06.15
2024-12;Jumeirah Lake Towers;JLT;TRUE;412;4439;18,58;27;28;75;16;0,211805556;06.15
2025-01;Jumeirah Lake Towers;JLT;TRUE;408;4386;19,38;26;46;75;116;0,211805556;06.15
2025-02;Jumeirah Lake Towers;JLT;TRUE;413;4446;17,63;27;28;36;15;0,211805556;06.15
2025-03;Jumeirah Lake Towers;JLT;TRUE;412;4440;18,58;27;142;56;102;0,211805556;06.15
2025-04;Jumeirah Lake Towers;JLT;TRUE;418;4497;19,29;27;148;15;42;0,211805556;06.15
2025-05;Jumeirah Lake Towers;JLT;TRUE;426;4581;19,79;28;163;35;18;0,211805556;06.15
2025-06;Jumeirah Lake Towers;JLT;TRUE;404;4345;20,08;26;135;59;19;0,211805556;06.15
2025-07;Jumeirah Lake Towers;JLT;TRUE;419;4512;19,54;27;92;43;29;04.00;05.05
2025-08;Jumeirah Lake Towers;JLT;TRUE;413;4446;18,63;27;32;75;47;04.00;05.05
2025-09;Jumeirah Lake Towers;JLT;TRUE;418;4499;19,96;27;115;68;15;04.00;05.05
2025-10;Jumeirah Lake Towers;JLT;TRUE;407;4379;18,96;26;30;61;25;04.00;05.05
2025-11;Jumeirah Lake Towers;JLT;TRUE;423;4551;20,17;27;156;46;29;04.00;05.05
2025-12;Jumeirah Lake Towers;JLT;TRUE;394;4241;18,13;26;153;34;56;04.00;05.05
2026-01;Jumeirah Lake Towers;JLT;TRUE;437;4704;20,17;28;75;51;40;04.00;05.05
2026-02;Jumeirah Lake Towers;JLT;TRUE;416;4480;19,13;27;73;77;85;04.00;05.05
2026-03;Jumeirah Lake Towers;JLT;TRUE;427;4597;19,63;28;88;60;114;04.00;05.05
2026-04;Jumeirah Lake Towers;JLT;TRUE;429;4615;18,88;28;149;70;94;04.00;05.05
2020-01;Jumeirah Village Circle;JVC;TRUE;199;2138;9,50;13;66;9;106;01.05;03.00
2020-02;Jumeirah Village Circle;JVC;TRUE;206;2218;9,88;13;62;65;33;01.05;03.00
2020-03;Jumeirah Village Circle;JVC;TRUE;199;2141;8,63;13;169;15;83;01.05;03.00
2020-04;Jumeirah Village Circle;JVC;TRUE;201;2160;8,92;13;93;17;50;00.04;01.09
2020-05;Jumeirah Village Circle;JVC;TRUE;195;2100;8,38;13;51;19;78;00.04;01.09
2020-06;Jumeirah Village Circle;JVC;TRUE;194;2084;8,83;13;17;36;45;00.04;01.09
2020-07;Jumeirah Village Circle;JVC;TRUE;193;2078;9,00;13;92;60;93;00.04;01.09
2020-08;Jumeirah Village Circle;JVC;TRUE;197;2121;9,42;13;123;14;39;00.04;01.09
2020-09;Jumeirah Village Circle;JVC;TRUE;188;2024;9,08;12;167;25;19;00.04;01.09
2020-10;Jumeirah Village Circle;JVC;TRUE;185;1994;8,50;12;93;73;119;00.04;01.09
2020-11;Jumeirah Village Circle;JVC;TRUE;196;2109;9,13;13;144;34;36;00.04;01.09
2020-12;Jumeirah Village Circle;JVC;TRUE;202;2175;9,08;13;77;28;96;00.04;01.09
2021-01;Jumeirah Village Circle;JVC;TRUE;204;2195;9,13;13;87;75;38;00.04;01.09
2021-02;Jumeirah Village Circle;JVC;TRUE;198;2128;9,21;13;131;56;76;00.04;01.09
2021-03;Jumeirah Village Circle;JVC;TRUE;195;2099;8,75;13;52;46;102;00.04;01.09
2021-04;Jumeirah Village Circle;JVC;TRUE;205;2204;9,08;13;143;56;111;00.04;01.09
2021-05;Jumeirah Village Circle;JVC;TRUE;219;2352;9,92;14;110;46;10;00.04;01.09
2021-06;Jumeirah Village Circle;JVC;TRUE;211;2268;9,83;14;169;45;24;00.04;01.09
2021-07;Jumeirah Village Circle;JVC;TRUE;204;2195;9,33;13;89;56;89;00.04;01.09
2021-08;Jumeirah Village Circle;JVC;TRUE;219;2356;10,08;14;128;38;13;00.04;01.09
2021-09;Jumeirah Village Circle;JVC;TRUE;230;2473;10,25;15;27;14;105;00.04;01.09
2021-10;Jumeirah Village Circle;JVC;TRUE;216;2328;9,63;14;164;79;50;00.04;01.09
2021-11;Jumeirah Village Circle;JVC;TRUE;234;2515;10,79;15;77;73;80;00.04;01.09
2021-12;Jumeirah Village Circle;JVC;TRUE;235;2527;10,67;15;134;34;40;00.04;01.09
2022-01;Jumeirah Village Circle;JVC;TRUE;256;2754;11,42;17;66;46;68;00.04;01.09
2022-02;Jumeirah Village Circle;JVC;TRUE;269;2900;12,08;18;77;49;106;00.04;01.09
2022-03;Jumeirah Village Circle;JVC;TRUE;265;2857;12,38;17;174;66;44;00.04;01.09
2022-04;Jumeirah Village Circle;JVC;TRUE;254;2738;11,54;17;80;74;81;01.04;02.09
2022-05;Jumeirah Village Circle;JVC;TRUE;275;2960;13,25;18;106;6;53;01.04;02.09
2022-06;Jumeirah Village Circle;JVC;TRUE;267;2878;12,13;17;55;36;101;01.04;02.09
2022-07;Jumeirah Village Circle;JVC;TRUE;286;3077;13,54;19;138;35;60;01.04;02.09
2022-08;Jumeirah Village Circle;JVC;TRUE;276;2974;12,46;18;124;19;56;01.04;02.09
2022-09;Jumeirah Village Circle;JVC;TRUE;289;3115;13,25;19;158;45;98;01.04;02.09
2022-10;Jumeirah Village Circle;JVC;TRUE;294;3166;13,79;19;126;34;65;04.04;05.09
2022-11;Jumeirah Village Circle;JVC;TRUE;300;3232;13,71;20;150;23;29;04.04;05.09
2022-12;Jumeirah Village Circle;JVC;TRUE;295;3175;13,04;19;127;45;61;04.04;05.09
2023-01;Jumeirah Village Circle;JVC;TRUE;321;3455;15,17;21;76;7;27;04.04;05.09
2023-02;Jumeirah Village Circle;JVC;TRUE;312;3356;13,96;20;18;69;60;04.04;05.09
2023-03;Jumeirah Village Circle;JVC;TRUE;320;3440;15,25;21;37;17;64;04.04;05.09
2023-04;Jumeirah Village Circle;JVC;TRUE;322;3461;14,75;21;166;39;35;04.04;05.09
2023-05;Jumeirah Village Circle;JVC;TRUE;341;3669;16,71;22;148;28;44;04.04;05.09
2023-06;Jumeirah Village Circle;JVC;TRUE;345;3713;16,00;22;98;8;107;04.04;05.09
2023-07;Jumeirah Village Circle;JVC;TRUE;348;3751;16,25;23;48;37;18;05.04;06.09
2023-08;Jumeirah Village Circle;JVC;TRUE;349;3758;16,25;23;77;17;67;05.04;06.09
2023-09;Jumeirah Village Circle;JVC;TRUE;357;3842;16,75;23;156;23;113;05.04;06.09
2023-10;Jumeirah Village Circle;JVC;TRUE;374;4030;16,92;24;133;27;29;05.04;06.09
2023-11;Jumeirah Village Circle;JVC;TRUE;350;3769;16,08;23;163;58;115;05.04;06.09
2023-12;Jumeirah Village Circle;JVC;TRUE;361;3888;16,21;23;59;13;96;05.04;06.09
2024-01;Jumeirah Village Circle;JVC;TRUE;353;3795;16,46;23;150;72;59;05.04;06.09
2024-02;Jumeirah Village Circle;JVC;TRUE;362;3893;16,08;24;125;36;119;05.04;06.09
2024-03;Jumeirah Village Circle;JVC;TRUE;366;3935;17,21;24;40;71;61;05.04;06.09
2024-04;Jumeirah Village Circle;JVC;TRUE;360;3873;16,08;23;99;46;89;05.04;06.09
2024-05;Jumeirah Village Circle;JVC;TRUE;345;3715;16,21;22;40;26;13;05.04;06.09
2024-06;Jumeirah Village Circle;JVC;TRUE;352;3789;15,71;23;177;50;17;05.04;06.09
2024-07;Jumeirah Village Circle;JVC;TRUE;357;3844;16,54;23;58;28;99;0,211805556;06.15
2024-08;Jumeirah Village Circle;JVC;TRUE;346;3723;15,33;22;128;74;93;0,211805556;06.15
2024-09;Jumeirah Village Circle;JVC;TRUE;351;3776;15,54;23;36;71;80;0,211805556;06.15
2024-10;Jumeirah Village Circle;JVC;TRUE;355;3823;16,00;23;84;12;15;0,211805556;06.15
2024-11;Jumeirah Village Circle;JVC;TRUE;349;3753;15,75;23;155;46;103;0,211805556;06.15
2024-12;Jumeirah Village Circle;JVC;TRUE;346;3724;15,33;22;106;20;14;0,211805556;06.15
2025-01;Jumeirah Village Circle;JVC;TRUE;343;3696;15,33;22;169;12;15;0,211805556;06.15
2025-02;Jumeirah Village Circle;JVC;TRUE;336;3615;14,71;22;152;55;104;0,211805556;06.15
2025-03;Jumeirah Village Circle;JVC;TRUE;340;3660;15,54;22;95;32;38;0,211805556;06.15
2025-04;Jumeirah Village Circle;JVC;TRUE;354;3812;16,75;23;128;20;98;0,211805556;06.15
2025-05;Jumeirah Village Circle;JVC;TRUE;340;3656;15,38;22;30;43;67;0,211805556;06.15
2025-06;Jumeirah Village Circle;JVC;TRUE;342;3685;15,13;22;33;59;103;0,211805556;06.15
2025-07;Jumeirah Village Circle;JVC;TRUE;356;3834;15,54;23;133;24;29;04.00;05.05
2025-08;Jumeirah Village Circle;JVC;TRUE;348;3749;16,08;23;143;62;89;04.00;05.05
2025-09;Jumeirah Village Circle;JVC;TRUE;340;3660;15,29;22;104;49;59;04.00;05.05
2025-10;Jumeirah Village Circle;JVC;TRUE;348;3741;15,42;23;61;73;74;04.00;05.05
2025-11;Jumeirah Village Circle;JVC;TRUE;339;3651;15,92;22;117;32;63;04.00;05.05
2025-12;Jumeirah Village Circle;JVC;TRUE;344;3708;15,92;22;156;8;17;04.00;05.05
2026-01;Jumeirah Village Circle;JVC;TRUE;346;3729;15,50;23;166;9;11;04.00;05.05
2026-02;Jumeirah Village Circle;JVC;TRUE;344;3706;15,71;22;121;30;56;04.00;05.05
2026-03;Jumeirah Village Circle;JVC;TRUE;354;3815;16,88;23;103;42;40;04.00;05.05
2026-04;Jumeirah Village Circle;JVC;TRUE;348;3751;15,96;23;179;21;25;04.00;05.05
2020-01;Jumeirah Village Triangle;JVT;TRUE;201;2164;9,42;13;123;48;41;01.05;03.00
2020-02;Jumeirah Village Triangle;JVT;TRUE;206;2213;9,50;13;166;54;50;01.05;03.00
2020-03;Jumeirah Village Triangle;JVT;TRUE;209;2247;10,00;14;130;46;103;01.05;03.00
2020-04;Jumeirah Village Triangle;JVT;TRUE;216;2328;9,33;14;167;33;20;00.04;01.09
2020-05;Jumeirah Village Triangle;JVT;TRUE;205;2207;9,00;13;132;45;20;00.04;01.09
2020-06;Jumeirah Village Triangle;JVT;TRUE;210;2262;9,63;14;81;9;34;00.04;01.09
2020-07;Jumeirah Village Triangle;JVT;TRUE;201;2164;9,83;13;28;8;47;00.04;01.09
2020-08;Jumeirah Village Triangle;JVT;TRUE;211;2271;9,67;14;119;39;110;00.04;01.09
2020-09;Jumeirah Village Triangle;JVT;TRUE;197;2116;9,00;13;100;30;119;00.04;01.09
2020-10;Jumeirah Village Triangle;JVT;TRUE;198;2131;8,79;13;170;38;75;00.04;01.09
2020-11;Jumeirah Village Triangle;JVT;TRUE;194;2087;9,00;13;50;60;68;00.04;01.09
2020-12;Jumeirah Village Triangle;JVT;TRUE;196;2113;9,00;13;136;34;67;00.04;01.09
2021-01;Jumeirah Village Triangle;JVT;TRUE;217;2333;9,79;14;111;53;84;00.04;01.09
2021-02;Jumeirah Village Triangle;JVT;TRUE;207;2228;9,21;13;65;78;21;00.04;01.09
2021-03;Jumeirah Village Triangle;JVT;TRUE;214;2300;9,96;14;111;34;91;00.04;01.09
2021-04;Jumeirah Village Triangle;JVT;TRUE;217;2331;9,96;14;165;54;37;00.04;01.09
2021-05;Jumeirah Village Triangle;JVT;TRUE;222;2389;10,17;14;87;10;107;00.04;01.09
2021-06;Jumeirah Village Triangle;JVT;TRUE;212;2277;10,08;14;30;75;89;00.04;01.09
2021-07;Jumeirah Village Triangle;JVT;TRUE;219;2362;10,21;14;163;53;18;00.04;01.09
2021-08;Jumeirah Village Triangle;JVT;TRUE;224;2410;9,88;15;52;62;99;00.04;01.09
2021-09;Jumeirah Village Triangle;JVT;TRUE;232;2502;10,54;15;96;16;77;00.04;01.09
2021-10;Jumeirah Village Triangle;JVT;TRUE;233;2510;10,96;15;24;31;12;00.04;01.09
2021-11;Jumeirah Village Triangle;JVT;TRUE;244;2627;11,17;16;96;18;70;00.04;01.09
2021-12;Jumeirah Village Triangle;JVT;TRUE;254;2735;11,63;17;103;15;12;00.04;01.09
2022-01;Jumeirah Village Triangle;JVT;TRUE;263;2826;11,96;17;166;56;119;00.04;01.09
2022-02;Jumeirah Village Triangle;JVT;TRUE;267;2878;12,46;17;26;44;77;00.04;01.09
2022-03;Jumeirah Village Triangle;JVT;TRUE;272;2930;12,50;18;19;72;81;00.04;01.09
2022-04;Jumeirah Village Triangle;JVT;TRUE;265;2854;12,33;17;115;25;40;01.04;02.09
2022-05;Jumeirah Village Triangle;JVT;TRUE;277;2980;13,21;18;156;38;96;01.04;02.09
2022-06;Jumeirah Village Triangle;JVT;TRUE;302;3247;12,88;20;156;62;13;01.04;02.09
2022-07;Jumeirah Village Triangle;JVT;TRUE;288;3102;13,13;19;138;17;82;01.04;02.09
2022-08;Jumeirah Village Triangle;JVT;TRUE;279;3008;13,13;18;84;50;73;01.04;02.09
2022-09;Jumeirah Village Triangle;JVT;TRUE;285;3065;12,79;19;141;35;77;01.04;02.09
2022-10;Jumeirah Village Triangle;JVT;TRUE;295;3178;13,58;19;49;61;83;04.04;05.09
2022-11;Jumeirah Village Triangle;JVT;TRUE;311;3343;14,21;20;16;33;100;04.04;05.09
2022-12;Jumeirah Village Triangle;JVT;TRUE;313;3372;13,54;20;174;74;77;04.04;05.09
2023-01;Jumeirah Village Triangle;JVT;TRUE;326;3510;15,21;21;153;72;25;04.04;05.09
2023-02;Jumeirah Village Triangle;JVT;TRUE;343;3696;15,46;22;128;39;61;04.04;05.09
2023-03;Jumeirah Village Triangle;JVT;TRUE;323;3474;15,25;21;66;52;63;04.04;05.09
2023-04;Jumeirah Village Triangle;JVT;TRUE;336;3613;15,33;22;85;19;68;04.04;05.09
2023-05;Jumeirah Village Triangle;JVT;TRUE;347;3734;15,46;23;155;26;89;04.04;05.09
2023-06;Jumeirah Village Triangle;JVT;TRUE;342;3680;15,83;22;36;39;58;04.04;05.09
2023-07;Jumeirah Village Triangle;JVT;TRUE;334;3598;15,46;22;35;52;36;05.04;06.09
2023-08;Jumeirah Village Triangle;JVT;TRUE;354;3813;15,75;23;154;71;32;05.04;06.09
2023-09;Jumeirah Village Triangle;JVT;TRUE;351;3775;16,04;23;117;23;113;05.04;06.09
2023-10;Jumeirah Village Triangle;JVT;TRUE;377;4057;16,75;24;163;62;35;05.04;06.09
2023-11;Jumeirah Village Triangle;JVT;TRUE;372;4007;17,54;24;107;26;103;05.04;06.09
2023-12;Jumeirah Village Triangle;JVT;TRUE;354;3806;16,58;23;16;50;11;05.04;06.09
2024-01;Jumeirah Village Triangle;JVT;TRUE;367;3953;17,21;24;110;76;37;05.04;06.09
2024-02;Jumeirah Village Triangle;JVT;TRUE;368;3966;16,92;24;108;59;119;05.04;06.09
2024-03;Jumeirah Village Triangle;JVT;TRUE;389;4188;17,54;25;15;68;94;05.04;06.09
2024-04;Jumeirah Village Triangle;JVT;TRUE;378;4065;17,38;25;77;51;54;05.04;06.09
2024-05;Jumeirah Village Triangle;JVT;TRUE;380;4092;17,29;25;110;39;32;05.04;06.09
2024-06;Jumeirah Village Triangle;JVT;TRUE;376;4043;16,58;24;126;41;79;05.04;06.09
2024-07;Jumeirah Village Triangle;JVT;TRUE;366;3941;17,00;24;17;19;27;0,211805556;06.15
2024-08;Jumeirah Village Triangle;JVT;TRUE;365;3930;16,29;24;110;42;96;0,211805556;06.15
2024-09;Jumeirah Village Triangle;JVT;TRUE;362;3891;15,71;23;151;64;113;0,211805556;06.15
2024-10;Jumeirah Village Triangle;JVT;TRUE;357;3843;16,29;23;106;22;64;0,211805556;06.15
2024-11;Jumeirah Village Triangle;JVT;TRUE;359;3862;16,21;23;113;34;47;0,211805556;06.15
2024-12;Jumeirah Village Triangle;JVT;TRUE;352;3788;17,29;23;125;77;54;0,211805556;06.15
2025-01;Jumeirah Village Triangle;JVT;TRUE;366;3937;16,83;24;114;65;35;0,211805556;06.15
2025-02;Jumeirah Village Triangle;JVT;TRUE;348;3748;16,38;23;111;24;13;0,211805556;06.15
2025-03;Jumeirah Village Triangle;JVT;TRUE;379;4075;17,46;25;129;8;88;0,211805556;06.15
2025-04;Jumeirah Village Triangle;JVT;TRUE;358;3854;16,21;23;107;27;43;0,211805556;06.15
2025-05;Jumeirah Village Triangle;JVT;TRUE;353;3801;16,13;23;122;54;47;0,211805556;06.15
2025-06;Jumeirah Village Triangle;JVT;TRUE;344;3706;16,08;22;103;79;83;0,211805556;06.15
2025-07;Jumeirah Village Triangle;JVT;TRUE;356;3827;15,67;23;127;30;96;04.00;05.05
2025-08;Jumeirah Village Triangle;JVT;TRUE;361;3890;16,21;23;128;5;104;04.00;05.05
2025-09;Jumeirah Village Triangle;JVT;TRUE;360;3876;16,92;23;142;24;79;04.00;05.05
2025-10;Jumeirah Village Triangle;JVT;TRUE;359;3868;16,17;23;174;69;100;04.00;05.05
2025-11;Jumeirah Village Triangle;JVT;TRUE;364;3918;16,71;24;86;60;13;04.00;05.05
2025-12;Jumeirah Village Triangle;JVT;TRUE;354;3814;16,08;23;125;39;26;04.00;05.05
2026-01;Jumeirah Village Triangle;JVT;TRUE;362;3892;16,50;24;159;35;23;04.00;05.05
2026-02;Jumeirah Village Triangle;JVT;TRUE;361;3887;17,21;23;41;50;66;04.00;05.05
2026-03;Jumeirah Village Triangle;JVT;TRUE;361;3890;16,25;23;111;8;32;04.00;05.05
2026-04;Jumeirah Village Triangle;JVT;TRUE;351;3778;16,33;23;123;18;49;04.00;05.05
2020-01;Arabian Ranches;Arabian Ranches;TRUE;386;4159;16,79;25;46;40;107;01.05;03.00
2020-02;Arabian Ranches;Arabian Ranches;TRUE;392;4219;17,38;25;26;76;56;01.05;03.00
2020-03;Arabian Ranches;Arabian Ranches;TRUE;387;4165;18,21;25;134;46;19;01.05;03.00
2020-04;Arabian Ranches;Arabian Ranches;TRUE;359;3868;16,29;23;179;47;69;00.04;01.09
2020-05;Arabian Ranches;Arabian Ranches;TRUE;380;4088;17,00;25;95;57;115;00.04;01.09
2020-06;Arabian Ranches;Arabian Ranches;TRUE;371;3998;17,25;24;142;20;23;00.04;01.09
2020-07;Arabian Ranches;Arabian Ranches;TRUE;363;3908;17,00;24;63;74;82;00.04;01.09
2020-08;Arabian Ranches;Arabian Ranches;TRUE;369;3974;16,63;24;133;12;106;00.04;01.09
2020-09;Arabian Ranches;Arabian Ranches;TRUE;355;3821;16,21;23;162;16;56;00.04;01.09
2020-10;Arabian Ranches;Arabian Ranches;TRUE;351;3774;16,42;23;105;19;42;00.04;01.09
2020-11;Arabian Ranches;Arabian Ranches;TRUE;354;3811;16,92;23;143;62;20;00.04;01.09
2020-12;Arabian Ranches;Arabian Ranches;TRUE;361;3891;16,67;23;28;24;103;00.04;01.09
2021-01;Arabian Ranches;Arabian Ranches;TRUE;378;4065;16,96;25;35;45;22;00.04;01.09
2021-02;Arabian Ranches;Arabian Ranches;TRUE;365;3934;16,71;24;44;74;111;00.04;01.09
2021-03;Arabian Ranches;Arabian Ranches;TRUE;395;4252;17,33;26;112;38;62;00.04;01.09
2021-04;Arabian Ranches;Arabian Ranches;TRUE;389;4192;17,79;25;62;61;17;00.04;01.09
2021-05;Arabian Ranches;Arabian Ranches;TRUE;400;4310;18,63;26;85;64;92;00.04;01.09
2021-06;Arabian Ranches;Arabian Ranches;TRUE;413;4445;19,79;27;99;11;115;00.04;01.09
2021-07;Arabian Ranches;Arabian Ranches;TRUE;412;4438;19,38;27;143;77;97;00.04;01.09
2021-08;Arabian Ranches;Arabian Ranches;TRUE;410;4412;18,46;27;131;60;20;00.04;01.09
2021-09;Arabian Ranches;Arabian Ranches;TRUE;418;4495;19,33;27;73;29;69;00.04;01.09
2021-10;Arabian Ranches;Arabian Ranches;TRUE;437;4705;19,58;28;30;13;97;00.04;01.09
2021-11;Arabian Ranches;Arabian Ranches;TRUE;436;4698;20,17;28;129;70;59;00.04;01.09
2021-12;Arabian Ranches;Arabian Ranches;TRUE;448;4818;21,04;29;23;37;83;00.04;01.09
2022-01;Arabian Ranches;Arabian Ranches;TRUE;484;5208;22,83;31;38;43;96;00.04;01.09
2022-02;Arabian Ranches;Arabian Ranches;TRUE;468;5032;21,92;30;129;27;41;00.04;01.09
2022-03;Arabian Ranches;Arabian Ranches;TRUE;517;5565;23,71;34;145;53;73;00.04;01.09
